compatibility_code,section,reference,reference_prefix,reference_group,reference_family,reference_option,reference_variant,options,source_line
0121,STANDARD DYNAMIC TIBASE,31.313.121.23-2,31,313,121,23,2,25º|20º|10º|3,3                         25º                           20º                            10º                                   -                                31.313.121.23-2
0121,SCREWDRIVER,52.410.109.01-2,52,410,109,01,2,10,10                     52.410.109.01-2
0121,SCREWDRIVER,50.313.121.01-2,50,313,121,01,2,,50.313.121.01-2                                  43.621.410.01-2
0121,SCREWDRIVER,43.621.410.01-2,43,621,410,01,2,,50.313.121.01-2                                  43.621.410.01-2
0121,SCREWDRIVER,52.412.109.01-2,52,412,109,01,2,12,12                     52.412.109.01-2                                    50.313.121.03-2                              43.624.410.01-2
0121,SCREWDRIVER,50.313.121.03-2,50,313,121,03,2,12,12                     52.412.109.01-2                                    50.313.121.03-2                              43.624.410.01-2
0121,SCREWDRIVER,43.624.410.01-2,43,624,410,01,2,12,12                     52.412.109.01-2                                    50.313.121.03-2                              43.624.410.01-2
0121,SCANBODY,30.413.002.01-2,30,413,002,01,2,,30.413.002.01-2
0121,SCANBODY,33.360.754.01-2,33,360,754,01,2,3,3                                                 33.360.754.01-2                                             34.613.121.01-2
0121,SCANBODY,34.613.121.01-2,34,613,121,01,2,3,3                                                 33.360.754.01-2                                             34.613.121.01-2
0121,SCANBODY,33.460.754.01-2,33,460,754,01,2,20º|4,4                       20º                       33.460.754.01-2
0121,SCANBODY,33.660.754.01-2,33,660,754,01,2,6,6                                                 33.660.754.01-2
0121,SCANBODY OP,49.414.000.01-2,49,414,000,01,2,A|6,49.414.000.01-2                                        6                         A
0121,SCANBODY OP,49.415.000.01-2,49,415,000,01,2,A|9,49.415.000.01-2                                        9                         A
0121,SCANBODY OP,49.416.000.01-2,49,416,000,01,2,A|13,49.416.000.01-2                                        13                         A
0121,SCANBODY OP,49.414.000.02-2,49,414,000,02,2,B|6,49.414.000.02-2                                         6                         B
0121,SCANBODY OP,49.415.000.02-2,49,415,000,02,2,B|9,49.415.000.02-2                                         9                         B
0121,SCANBODY OP,49.416.000.02-2,49,416,000,02,2,B|13,49.416.000.02-2                                        13                         B
0121,SCANBODY OP,54.315.121.21-2,54,315,121,21,2,,54.315.121.21-2                                                                                                                                    43.625.105.01-2
0121,SCANBODY OP,43.625.105.01-2,43,625,105,01,2,,54.315.121.21-2                                                                                                                                    43.625.105.01-2
0121,SCANBODY OP,49.414.000.03-2,49,414,000,03,2,C|6,49.414.000.03-2                                         6                         C
0121,SCANBODY OP,49.415.000.03-2,49,415,000,03,2,C|9,49.415.000.03-2                                         9                         C
0121,SCANBODY OP,49.416.000.03-2,49,416,000,03,2,C|13,49.416.000.03-2                                        13                         C
0121,SCANBODY OP,49.416.000.04-2,49,416,000,04,2,D|13,49.416.000.04-2                                        13                         D
0121,SCANBODY OP,49.416.000.05-2,49,416,000,05,2,E|13,49.416.000.05-2                                        13                          E
0121,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                        43.618.201.01-2
0121,DYNAMIC,41.316.080.01-2,41,316,080,01,2,24,41.316.080.01-2                                   24                        43.624.201.01-2
0121,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.316.080.01-2                                   24                        43.624.201.01-2
0121,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                        43.632.201.01-2
0121,STRAIGHT,40.316.005.07-2,40,316,005,07,2,1.27,40.316.005.07-2                            Hex. 1.27                        43.625.105.01-2
0121,STRAIGHT,43.625.105.01-2,43,625,105,01,2,1.27,40.316.005.07-2                            Hex. 1.27                        43.625.105.01-2
0121,STRAIGHT MULTI-UNIT,42.303.121.01-2,42,303,121,01,2,1,1                    42.303.121.01-2
0121,STRAIGHT MULTI-UNIT,42.303.121.02-2,42,303,121,02,2,2,2                     42.303.121.02-2
0121,STRAIGHT MULTI-UNIT,42.303.121.03-2,42,303,121,03,2,3,3                     42.303.121.03-2
0121,STRAIGHT MULTI-UNIT,42.303.121.04-2,42,303,121,04,2,4,4                     42.303.121.04-2
0121,INTERNAL MULTI-UNIT,62.303.121.02-2,62,303,121,02,2,2,2                     62.303.121.02-2
0121,INTERNAL MULTI-UNIT,62.303.121.04-2,62,303,121,04,2,4,4                     62.303.121.04-2
0124,STANDARD DYNAMIC TIBASE,31.324.124.01-2,31,324,124,01,2,"42º|19º|1,4","1,4                       42º                            19º                        31.324.124.01-2                              31.314.124.01-2"
0124,STANDARD DYNAMIC TIBASE,31.314.124.01-2,31,314,124,01,2,"42º|19º|1,4","1,4                       42º                            19º                        31.324.124.01-2                              31.314.124.01-2"
0124,SCREWDRIVER,43.621.410.01-2,43,621,410,01,2,,43.621.410.01-2
0124,SCREWDRIVER,52.410.125.01-2,52,410,125,01,2,10,10                     52.410.125.01-2                                    50.314.124.01-2
0124,SCREWDRIVER,50.314.124.01-2,50,314,124,01,2,10,10                     52.410.125.01-2                                    50.314.124.01-2
0124,SCREWDRIVER,43.624.410.01-2,43,624,410,01,2,,43.624.410.01-2
0124,SCANBODY,30.414.003.01-2,30,414,003,01,2,,30.414.003.01-2
0124,SCANBODY,33.335.758.01-2,33,335,758,01,2,3,3                                                 33.335.758.01-2                                             34.614.124.01-2
0124,SCANBODY,34.614.124.01-2,34,614,124,01,2,3,3                                                 33.335.758.01-2                                             34.614.124.01-2
0124,SCANBODY,33.435.758.01-2,33,435,758,01,2,30º|4,4                       30º                       33.435.758.01-2
0124,SCANBODY,33.635.758.01-2,33,635,758,01,2,6,6                                                 33.635.758.01-2
0124,SCANBODY OP,49.414.000.01-2,49,414,000,01,2,A|6,49.414.000.01-2                                       6                          A
0124,SCANBODY OP,49.415.000.01-2,49,415,000,01,2,A|9,49.415.000.01-2                                        9                         A
0124,SCANBODY OP,49.416.000.01-2,49,416,000,01,2,A|13,49.416.000.01-2                                        13                         A
0124,SCANBODY OP,49.414.000.02-2,49,414,000,02,2,B|6,49.414.000.02-2                                        6                          B
0124,SCANBODY OP,49.415.000.02-2,49,415,000,02,2,B|9,49.415.000.02-2                                         9                         B
0124,SCANBODY OP,49.416.000.02-2,49,416,000,02,2,B|13,49.416.000.02-2                                        13                         B
0124,SCANBODY OP,54.315.124.21-2,54,315,124,21,2,,54.315.124.21-2                                                                                                                                     43.625.108.01-2
0124,SCANBODY OP,43.625.108.01-2,43,625,108,01,2,,54.315.124.21-2                                                                                                                                     43.625.108.01-2
0124,SCANBODY OP,49.414.000.03-2,49,414,000,03,2,C|6,49.414.000.03-2                                        6                          C
0124,SCANBODY OP,49.415.000.03-2,49,415,000,03,2,C|9,49.415.000.03-2                                         9                         C
0124,SCANBODY OP,49.416.000.03-2,49,416,000,03,2,C|13,49.416.000.03-2                                        13                         C
0124,SCANBODY OP,49.416.000.04-2,49,416,000,04,2,D|13,49.416.000.04-2                                        13                         D
0124,SCANBODY OP,49.416.000.05-2,49,416,000,05,2,E|13,49.416.000.05-2                                        13                         E
0124,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                        43.618.201.01-2
0124,DYNAMIC,41.320.075.01-2,41,320,075,01,2,24,41.320.075.01-2                                   24                        43.624.201.01-2
0124,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.320.075.01-2                                   24                        43.624.201.01-2
0124,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                        43.632.201.01-2
0124,STRAIGHT,40.320.008.02-2,40,320,008,02,2,,40.320.008.02-2                            UNIGRIP                          43.625.108.01-2
0124,STRAIGHT,43.625.108.01-2,43,625,108,01,2,,40.320.008.02-2                            UNIGRIP                          43.625.108.01-2
0125,STANDARD DYNAMIC TIBASE,31.323.125.01-2,31,323,125,01,2,"42º|20º|1,1","1,1                       42º                            20º                        31.323.125.01-2                               31.313.125.01-2"
0125,STANDARD DYNAMIC TIBASE,31.313.125.01-2,31,313,125,01,2,"42º|20º|1,1","1,1                       42º                            20º                        31.323.125.01-2                               31.313.125.01-2"
0125,STANDARD DYNAMIC TIBASE,31.323.125.02-2,31,323,125,02,2,25º|15º|2,2                        25º                            15º                        31.323.125.02-2                               31.313.125.02-2
0125,STANDARD DYNAMIC TIBASE,31.313.125.02-2,31,313,125,02,2,25º|15º|2,2                        25º                            15º                        31.323.125.02-2                               31.313.125.02-2
0125,STANDARD DYNAMIC TIBASE,31.323.125.21-2,31,323,125,21,2,"30º|25º|15º|1,1","1,1                        30º                           25º                            15º                     31.323.125.21-2                                31.313.125.21-2"
0125,STANDARD DYNAMIC TIBASE,31.313.125.21-2,31,313,125,21,2,"30º|25º|15º|1,1","1,1                        30º                           25º                            15º                     31.323.125.21-2                                31.313.125.21-2"
